alert_id,timestamp,alert_source,alert_type,severity,description,endpoint_id,endpoint_type,operating_system,user_role,department,endpoint_risk_score,user_risk_score,source_ip,destination_ip,country,process_name,parent_process,command_line,authentication_result,previous_alert_count,previous_incident_count,similar_alert_count,historical_false_positive_rate,historical_incident_rate,analyst_disposition,confirmed_incident,incident_type,investigation_reason,ground_truth,novelty_test_flag
A01219,2026-04-22 12:40:54,Antivirus,Malware Detection,Critical,"Antivirus signature match on file executed from Temp on PC-0156, during business hours.",PC-0156,Employee Laptop,Windows 10,IT Support,IT,15,46,192.168.35.25,10.212.155.108,Australia,unknown_binary.exe,outlook.exe,[quarantined-file-hash].exe (signature match: generic trojan),Not Applicable,1,0,15,0.29,0.73,True Incident,Yes,Malware,Suspicious process chain confirmed,True Incident,No
A01220,2026-04-22 13:57:30,SIEM,Multiple Failed Logins,Low,"Repeated authentication failures observed from 192.168.136.160 on PC-0194, involving process outlook.exe.",PC-0194,Employee Laptop,Windows 11,IT Support,IT,12,25,192.168.136.160,192.168.134.150,India,outlook.exe,services.exe,"outlook.exe (routine execution, no notable arguments)",Failed,2,0,32,0.66,0.35,False Positive,No,Authorized Administration,Known security scanner triggered the rule,False Positive,No
A01221,2026-04-22 14:56:55,EDR,Suspicious PowerShell,Medium,"PowerShell script execution flagged by EDR behavioral rule on PC-0008, on host running Red Hat Enterprise Linux.",PC-0008,Production Server,Red Hat Enterprise Linux,Developer,Engineering,81,36,192.168.61.195,10.181.251.218,United States,powershell.exe,services.exe,powershell.exe -ExecutionPolicy Bypass -File deploy.ps1,Not Applicable,2,1,13,0.78,0.23,False Positive,No,Benign Activity,Legitimate software update,False Positive,No
A01222,2026-04-22 15:59:39,EDR,Unusual Process Execution,High,"Uncommon process spawned by winword.exe on Developer Workstation on PC-0116, in the Engineering environment.",PC-0116,Developer Workstation,Ubuntu 22.04,Database Administrator,Engineering,34,45,192.168.73.225,Unknown,United States,rundll32.exe,winword.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,47,12,16,0.57,0.45,False Positive,No,Scheduled Task,Recurring vendor maintenance window,False Positive,No
A01223,2026-04-22 16:00:25,IAM,Brute Force,Medium,"Repeated authentication attempts against VPN gateway detected on PC-0165, correlated with parent process explorer.exe.",PC-0165,Database Server,Windows Server 2022,Developer,Engineering,86,48,192.168.185.126,10.203.60.130,United Kingdom,mshta.exe,explorer.exe,"mshta.exe (routine execution, no notable arguments)",Failed,57,16,9,0.56,0.43,False Positive,No,Authorized Administration,Expected login behavior,False Positive,No
A01224,2026-04-23 10:02:20,EDR,Unusual Process Execution,High,"Process execution chain deviates from historical baseline on PC-0173, during business hours.",PC-0173,Cloud VM,Ubuntu 22.04,Developer,Engineering,49,27,192.168.63.151,10.221.196.96,United Kingdom,rundll32.exe,outlook.exe,rundll32.exe javascript:[redacted],Not Applicable,2,0,16,0.59,0.38,True Incident,Yes,Malware,Unauthorized login confirmed,True Incident,No
A01225,2026-04-23 10:29:07,IAM,Multiple Failed Logins,Medium,"5 failed login attempts detected for account within 30 minutes on PC-0124, during business hours.",PC-0124,Production Server,Red Hat Enterprise Linux,Employee,Management,63,38,10.105.176.248,10.240.16.42,Canada,chrome.exe,services.exe,"chrome.exe (routine execution, no notable arguments)",Multiple Failed,10,2,8,0.74,0.28,False Positive,No,Authorized Administration,Whitelisted internal tool flagged by generic signature,False Positive,No
A01226,2026-04-23 12:14:37,Firewall,Port Scan,Low,"Sequential connection attempts across multiple ports detected from 192.168.109.72 on PC-0113, on host running Windows 10.",PC-0113,Employee Laptop,Windows 10,Employee,Operations,20,19,192.168.109.72,10.144.126.160,United States,cmd.exe,winword.exe,"cmd.exe (routine execution, no notable arguments)",Not Applicable,2,0,23,0.8,0.15,False Positive,No,Security Tool Noise,Approved remote administration,False Positive,No
A01227,2026-04-23 12:17:09,EDR,Data Exfiltration,Critical,"Large outbound data transfer detected from Production Server on PC-0024, on host running Red Hat Enterprise Linux.",PC-0024,Production Server,Red Hat Enterprise Linux,DevOps Engineer,Engineering,63,41,191.131.240.124,35.26.49.21,United States,python.exe,services.exe,python.exe (flagged by behavioral detection rule),Not Applicable,20,5,3,0.17,0.86,True Incident,Yes,Data Exfiltration,Unauthorized login confirmed,True Incident,No
A01228,2026-04-23 12:43:05,SIEM,Suspicious DNS Query,Low,"DNS query to newly-observed domain from Web Server on PC-0051, associated with developer account.",PC-0051,Web Server,Ubuntu 22.04,Developer,Engineering,67,26,192.168.113.49,192.168.144.37,Singapore,wscript.exe,services.exe,"wscript.exe (routine execution, no notable arguments)",Not Applicable,25,9,17,0.85,0.15,False Positive,No,Legitimate Software,IT-managed patch deployment triggered the rule,False Positive,No
A01229,2026-04-23 13:31:46,Cloud Security,Suspicious Login,Low,"Login from unfamiliar device/browser fingerprint on PC-0027, correlated with parent process services.exe.",PC-0027,Cloud VM,Ubuntu 22.04,Finance User,Finance,40,34,192.168.176.48,10.144.158.111,India,svchost.exe,services.exe,"svchost.exe (routine execution, no notable arguments)",MFA Failure,17,10,16,0.69,0.3,False Positive,No,Approved Script,Approved remote administration,False Positive,No
A01230,2026-04-23 14:32:18,EDR,Malware Detection,Critical,"Endpoint protection flagged a known malware family on host on PC-0122, per EDR rule set.",PC-0122,Employee Laptop,Windows 10,Employee,Sales,14,29,192.168.146.119,10.126.188.170,Singapore,unknown_binary.exe,explorer.exe,[quarantined-file-hash].exe (signature match: generic trojan),Not Applicable,29,8,16,0.34,0.63,True Incident,Yes,Malware,Unauthorized login confirmed,True Incident,No
A01231,2026-04-23 15:35:01,IAM,Suspicious Login,Low,"Login flagged due to unusual time-of-day pattern on PC-0160, per IAM rule set.",PC-0160,Employee Laptop,Windows 10,Employee,HR,23,22,192.168.242.152,192.168.210.192,United States,chrome.exe,winword.exe,"chrome.exe (routine execution, no notable arguments)",MFA Failure,51,15,41,0.67,0.36,False Positive,No,Benign Activity,Known security scanner triggered the rule,False Positive,No
A01232,2026-04-23 15:44:20,EDR,Credential Dumping,Critical,"Credential access technique flagged by EDR on PC-0070, associated with it support account. — pattern not previously observed for this endpoint/alert-type combination",PC-0070,Production Server,Red Hat Enterprise Linux,IT Support,IT,69,51,192.168.224.45,10.170.26.23,India,lsass_access.exe,powershell.exe,[redacted-tool] --dump-process lsass.exe,Success,3,0,3,0.54,0.46,True Incident,Yes,Credential Theft,Ransomware behavior detected,True Incident,Yes
A01233,2026-04-23 20:22:47,Cloud Security,Suspicious Login,High,"Login from unfamiliar device/browser fingerprint on PC-0214, involving process cmd.exe.",PC-0214,Developer Workstation,Ubuntu 24.04,IT Support,IT,37,24,192.168.245.142,192.168.78.208,Germany,cmd.exe,outlook.exe,"cmd.exe (routine execution, no notable arguments)",Failed,30,10,19,0.66,0.36,False Positive,No,Scheduled Task,Legitimate software update,False Positive,No
A01234,2026-04-24 02:17:13,IAM,Multiple Failed Logins,Medium,"Repeated authentication failures observed from 10.174.55.65 on PC-0162, per IAM rule set.",PC-0162,Production Server,Windows Server 2022,IT Support,IT,81,21,10.174.55.65,192.168.21.145,United States,mshta.exe,cmd.exe,"mshta.exe (routine execution, no notable arguments)",Multiple Failed,3,1,9,0.83,0.2,False Positive,No,Legitimate Software,Recurring vendor maintenance window,False Positive,No
A01235,2026-04-24 06:00:03,IDS,Abnormal Network Traffic,Medium,"Unusual protocol usage detected on Domain Controller on PC-0176, in the Management environment.",PC-0176,Domain Controller,Windows Server 2022,Employee,Management,88,32,192.168.150.225,192.168.201.109,Canada,chrome.exe,services.exe,"chrome.exe (routine execution, no notable arguments)",Not Applicable,6,0,2,0.66,0.32,False Positive,No,Benign Activity,IT-managed patch deployment triggered the rule,False Positive,No
A01236,2026-04-24 07:41:05,SIEM,Multiple Failed Logins,Medium,"Repeated authentication failures observed from 10.120.167.60 on PC-0028, during business hours.",PC-0028,Developer Workstation,Ubuntu 22.04,Developer,Engineering,35,35,10.120.167.60,192.168.237.96,Canada,java.exe,cmd.exe,"java.exe (routine execution, no notable arguments)",Failed,5,0,32,0.75,0.22,False Positive,No,Approved Script,Expected login behavior,False Positive,No
A01237,2026-04-24 08:06:02,IAM,Suspicious Login,Medium,"Login from unfamiliar device/browser fingerprint on PC-0165, during business hours.",PC-0165,Database Server,Windows Server 2022,Developer,Engineering,86,30,192.168.47.66,10.244.38.162,Germany,java.exe,explorer.exe,"java.exe (routine execution, no notable arguments)",MFA Failure,58,16,29,0.74,0.26,False Positive,No,Approved Script,Legitimate software update,False Positive,No
A01238,2026-04-24 08:41:04,SIEM,Command and Control,Critical,"Network traffic matches known C2 communication pattern on PC-0165, in the Engineering environment.",PC-0165,Database Server,Windows Server 2022,Developer,Engineering,86,44,192.168.46.118,44.148.117.95,United States,svchost.exe,python.exe,svchost.exe -k netsvcs (beaconing to [redacted-external-host]),Not Applicable,59,16,6,0.2,0.77,True Incident,Yes,Command and Control,Command-and-control beaconing confirmed,True Incident,No
A01239,2026-04-24 10:26:51,EDR,Malicious File Download,High,"File download from newly-registered domain flagged on PC-0210, per EDR rule set.",PC-0210,Developer Workstation,Ubuntu 24.04,Employee,HR,55,22,192.168.250.53,10.5.242.249,Germany,chrome.exe,outlook.exe,chrome.exe (download from newly-registered domain),Not Applicable,7,2,9,0.33,0.66,True Incident,Yes,Malware,Suspicious process chain confirmed,True Incident,No
A01240,2026-04-24 10:35:20,Cloud Security,Impossible Travel,High,"Geographically inconsistent login pattern detected for user on PC-0133, per Cloud Security rule set.",PC-0133,Web Server,Ubuntu 24.04,Security Analyst,Security,56,12,192.168.104.169,10.121.54.198,India,java.exe,cmd.exe,"java.exe (routine execution, no notable arguments)",Failed,15,5,10,0.34,0.65,False Positive,No,Legitimate Software,Legitimate software update,False Positive,No
A01241,2026-04-24 10:51:30,EDR,Unusual Process Execution,Medium,"Uncommon process spawned by outlook.exe on Database Server on PC-0018, during business hours.",PC-0018,Database Server,Windows Server 2022,Finance User,Finance,81,25,192.168.111.5,10.201.102.100,United States,rundll32.exe,outlook.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,34,12,18,0.68,0.33,False Positive,No,Legitimate Software,Authorized administrative script,False Positive,No
A01242,2026-04-24 11:31:25,IDS,Suspicious DNS Query,Medium,"DNS query to newly-observed domain from Production Server on PC-0139, on host running Windows Server 2022.",PC-0139,Production Server,Windows Server 2022,Developer,Engineering,81,35,10.186.100.224,192.168.243.192,India,cmd.exe,outlook.exe,cmd.exe (flagged by behavioral detection rule),Not Applicable,1,0,5,0.78,0.19,True Incident,Yes,Command and Control,Data exfiltration confirmed,True Incident,No
A01243,2026-04-24 11:56:51,SIEM,Unauthorized Software,Medium,"Installation of non-approved application detected on Employee Laptop on PC-0046, per SIEM rule set.",PC-0046,Employee Laptop,Windows 10,Developer,Engineering,15,28,192.168.18.122,10.93.196.156,United States,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,1,0,36,0.76,0.23,False Positive,No,Authorized Administration,Whitelisted internal tool flagged by generic signature,False Positive,No
A01244,2026-04-24 12:01:18,EDR,Unusual Process Execution,Medium,"Process execution chain deviates from historical baseline on PC-0002, associated with devops engineer account.",PC-0002,Web Server,Ubuntu 22.04,DevOps Engineer,IT,63,32,10.10.80.17,10.147.38.93,United States,rundll32.exe,winword.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,5,4,8,0.62,0.35,False Positive,No,Scheduled Task,Expected login behavior,False Positive,No
A01245,2026-04-24 12:04:15,EDR,Suspicious PowerShell,High,"PowerShell process launched with encoded parameters from explorer.exe on PC-0183, per EDR rule set.",PC-0183,Employee Laptop,Windows 11,HR User,HR,13,38,192.168.186.87,192.168.80.40,United States,powershell.exe,explorer.exe,"powershell.exe -Command ""Get-ChildItem C:\Logs""",Not Applicable,6,3,51,0.83,0.12,False Positive,No,Benign Activity,Approved remote administration,False Positive,No
A01246,2026-04-24 12:39:40,IAM,Multiple Failed Logins,High,"20 failed login attempts detected for account within 30 minutes on PC-0217, during business hours.",PC-0217,Employee Laptop,Windows 11,DevOps Engineer,Engineering,15,42,10.73.224.135,192.168.53.96,Singapore,chrome.exe,outlook.exe,"chrome.exe (routine execution, no notable arguments)",Failed,3,0,33,0.73,0.26,False Positive,No,Security Tool Noise,Legitimate software update,False Positive,No
A01247,2026-04-24 12:59:07,EDR,Ransomware Behavior,Critical,"Mass file modification consistent with ransomware activity on PC-0160, per EDR rule set.",PC-0160,Employee Laptop,Windows 10,IT Support,IT,23,38,10.77.125.27,192.168.62.141,United States,encrypt_proc.exe,cmd.exe,"encrypt_proc.exe (routine execution, no notable arguments)",Not Applicable,52,15,5,0.06,0.91,False Positive,No,Legitimate Software,Expected login behavior,False Positive,No
A01248,2026-04-24 15:46:55,Email Security,Phishing Email,High,"Email security engine flagged a message with spoofed sender domain on PC-0116, during business hours.",PC-0116,Developer Workstation,Ubuntu 22.04,Security Analyst,Security,34,19,10.215.249.153,Unknown,United States,python.exe,winword.exe,python.exe (flagged by behavioral detection rule),Not Applicable,48,12,13,0.53,0.45,True Incident,Yes,Phishing,Command-and-control beaconing confirmed,True Incident,No
A01249,2026-04-24 15:51:46,IAM,Privilege Escalation,High,"Local privilege escalation attempt flagged on Database Server on PC-0165, associated with devops engineer account.",PC-0165,Database Server,Windows Server 2022,DevOps Engineer,IT,86,51,10.141.209.250,10.245.75.40,United States,cmd.exe,explorer.exe,cmd.exe /c net user [redacted] /add,Success,60,17,6,0.24,0.8,True Incident,Yes,Privilege Escalation,Privilege escalation validated by IR team,True Incident,No
A01250,2026-04-24 16:26:18,EDR,Unusual Process Execution,High,"Process execution chain deviates from historical baseline on PC-0165, on host running Windows Server 2022.",PC-0165,Database Server,Windows Server 2022,Developer,Engineering,86,35,10.148.4.82,192.168.1.65,Australia,rundll32.exe,explorer.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,61,18,18,0.64,0.42,False Positive,No,Scheduled Task,Whitelisted internal tool flagged by generic signature,False Positive,No
A01251,2026-04-24 16:28:02,SIEM,Suspicious DNS Query,High,"DNS query to newly-observed domain from Web Server on PC-0205, during business hours.",PC-0205,Web Server,Ubuntu 24.04,Employee,Sales,53,27,192.168.193.5,192.168.162.149,India,wscript.exe,services.exe,"wscript.exe (routine execution, no notable arguments)",Not Applicable,5,1,17,0.8,0.17,False Positive,No,Expected User Behavior,Expected login behavior,False Positive,No
